id,name,state,population
2695,Morris County,Texas,12484
2696,Motley County,Texas,1248
2697,Nacogdoches County,Texas,66481
2698,Navarro County,Texas,50146
2699,Newton County,Texas,13907
2700,Nolan County,Texas,14924
2701,Nueces County,Texas,366512
2702,Ochiltree County,Texas,10064
2703,Oldham County,Texas,2156
2704,Orange County,Texas,84552
2705,Palo Pinto County,Texas,29213
2706,Panola County,Texas,23419
2707,Parker County,Texas,139993
2708,Parmer County,Texas,9980
2709,Pecos County,Texas,15857
2710,Polk County,Texas,50617
2711,Potter County,Texas,121051
2712,Presidio County,Texas,7029
2713,Rains County,Texas,12302
2714,Randall County,Texas,137868
2715,Reagan County,Texas,3785
2716,Real County,Texas,3519
2717,Red River County,Texas,12318
2718,Reeves County,Texas,15879
2719,Refugio County,Texas,7114
2720,Roberts County,Texas,914
2721,Robertson County,Texas,17487
2722,Rockwall County,Texas,101837
2723,Runnels County,Texas,10354
2724,Rusk County,Texas,55088
2725,Sabine County,Texas,10713
2726,San Augustine County,Texas,8329
2727,San Jacinto County,Texas,29056
2728,San Patricio County,Texas,67677
2729,San Saba County,Texas,6125
2730,Schleicher County,Texas,2929
2731,Scurry County,Texas,17064
2732,Shackelford County,Texas,3291
2733,Shelby County,Texas,25716
2734,Sherman County,Texas,3115
2735,Smith County,Texas,232920
2736,Somervell County,Texas,9122
2737,Starr County,Texas,65281
2738,Stephens County,Texas,9544
2739,Sterling County,Texas,1326
2740,Stonewall County,Texas,1378
2741,Sutton County,Texas,3802
2742,Swisher County,Texas,7549
2743,Tarrant County,Texas,2109372
2744,Taylor County,Texas,139253
2745,Terrell County,Texas,833
2746,Terry County,Texas,12431
2747,Throckmorton County,Texas,1533
2748,Titus County,Texas,33420
2749,Tom Green County,Texas,119574
2750,Travis County,Texas,1263382
2751,Trinity County,Texas,14913
2752,Tyler County,Texas,21950
2753,Upshur County,Texas,41744
2754,Upton County,Texas,3714
2755,Uvalde County,Texas,27161
2756,Val Verde County,Texas,49785
2757,Van Zandt County,Texas,56676
2758,Victoria County,Texas,93114
2759,Walker County,Texas,73330
2760,Waller County,Texas,53749
2761,Ward County,Texas,11857
2762,Washington County,Texas,35520
2763,Webb County,Texas,279144
2764,Wharton County,Texas,42107
2765,Wheeler County,Texas,5252
2766,Wichita County,Texas,133612
2767,Wilbarger County,Texas,12970
2768,Willacy County,Texas,21767
2769,Williamson County,Texas,573362
2770,Wilson County,Texas,50813
2771,Winkler County,Texas,7810
2772,Wise County,Texas,69106
2773,Wood County,Texas,45658
2774,Yoakum County,Texas,8692
2775,Young County,Texas,18257
2776,Zapata County,Texas,14356
2777,Zavala County,Texas,12123
2778,Beaver County,Utah,6657
2779,Box Elder County,Utah,55594
2780,Cache County,Utah,128558
2781,Carbon County,Utah,20507
2782,Daggett County,Utah,991
2783,Davis County,Utah,355836
2784,Duchesne County,Utah,20198
2785,Emery County,Utah,10131
2786,Garfield County,Utah,5140
2787,Grand County,Utah,9878
2788,Iron County,Utah,53394
2789,Juab County,Utah,11690
2790,Kane County,Utah,7799
2791,Millard County,Utah,13158
2792,Morgan County,Utah,12186
2793,Piute County,Utah,1462
2794,Rich County,Utah,2493
2795,Salt Lake County,Utah,1166145
2796,San Juan County,Utah,15630
2797,Sanpete County,Utah,30982
2798,Sevier County,Utah,21791
2799,Summit County,Utah,42425
2800,Tooele County,Utah,70726
2801,Uintah County,Utah,35853
2802,Utah County,Utah,629507
2803,Wasatch County,Utah,33630
2804,Washington County,Utah,173713
2805,Wayne County,Utah,2722
2806,Weber County,Utah,259364
2807,Addison County,Vermont,37406
2808,Bennington County,Vermont,36049
2809,Caledonia County,Vermont,30657
2810,Chittenden County,Vermont,166501
2811,Essex County,Vermont,6323
2812,Franklin County,Vermont,50000
2813,Grand Isle County,Vermont,7173
2814,Lamoille County,Vermont,25597
2815,Orange County,Vermont,29339
2816,Orleans County,Vermont,27222
2817,Rutland County,Vermont,59360
2818,Washington County,Vermont,58822
2819,Windham County,Vermont,43257
2820,Windsor County,Vermont,55934
2821,Accomack County,Virginia,32792
2822,Albemarle County,Virginia,109992
2823,Alleghany County,Virginia,15085
2824,Amelia County,Virginia,13166
2825,Amherst County,Virginia,32037
2826,Appomattox County,Virginia,16027
2827,Arlington County,Virginia,240305
2828,Augusta County,Virginia,76342
2829,Bath County,Virginia,4342
2830,Bedford County,Virginia,79670
2831,Bland County,Virginia,6367
2832,Botetourt County,Virginia,33667
2833,Brunswick County,Virginia,16576
2834,Buchanan County,Virginia,21470
2835,Buckingham County,Virginia,17198
2836,Campbell County,Virginia,55617
2837,Caroline County,Virginia,31133
2838,Carroll County,Virginia,29983
2839,Charles City County,Virginia,7022
2840,Charlotte County,Virginia,12078
2841,Chesterfield County,Virginia,352642
2842,Clarke County,Virginia,14693
2843,Craig County,Virginia,5123
2844,Culpeper County,Virginia,52467
2845,Cumberland County,Virginia,9924
2846,Dickenson County,Virginia,14693
2847,Dinwiddie County,Virginia,28863
2848,Essex County,Virginia,11047
2849,Fairfax County,Virginia,1164285
2850,Fauquier County,Virginia,71503
2851,Floyd County,Virginia,15980
2852,Fluvanna County,Virginia,27097
2853,Franklin County,Virginia,56854
2854,Frederick County,Virginia,89391
2855,Giles County,Virginia,17041
2856,Gloucester County,Virginia,37787
2857,Goochland County,Virginia,23516
2858,Grayson County,Virginia,15814
2859,Greene County,Virginia,20011
2860,Greensville County,Virginia,11763
2861,Halifax County,Virginia,34520
2862,Hanover County,Virginia,108496
2863,Henrico County,Virginia,333121
2864,Henry County,Virginia,51550
2865,Highland County,Virginia,2236
2866,Isle of Wight County,Virginia,37386
2867,James City County,Virginia,77293
2868,King and Queen County,Virginia,7125
2869,King George County,Virginia,26887
2870,King William County,Virginia,17138
2871,Lancaster County,Virginia,10909
2872,Lee County,Virginia,23817
2873,Loudoun County,Virginia,411619
2874,Louisa County,Virginia,37209
2875,Lunenburg County,Virginia,12228
2876,Madison County,Virginia,13451
2877,Mathews County,Virginia,8905
2878,Mecklenburg County,Virginia,31009
2879,Middlesex County,Virginia,10895
2880,Montgomery County,Virginia,100145
2881,Nelson County,Virginia,15010
2882,New Kent County,Virginia,22653
2883,Northampton County,Virginia,11873
2884,Northumberland County,Virginia,12289
2885,Nottoway County,Virginia,15601
2886,Orange County,Virginia,37074
2887,Page County,Virginia,24214
2888,Patrick County,Virginia,17880
2889,Pittsylvania County,Virginia,61663
2890,Powhatan County,Virginia,29531
2891,Prince Edward County,Virginia,23219
2892,Prince George County,Virginia,38528
2893,Prince William County,Virginia,473497
2894,Pulaski County,Virginia,34465
2895,Rappahannock County,Virginia,7337
2896,Richmond County,Virginia,9144
2897,Roanoke County,Virginia,95176
2898,Rockbridge County,Virginia,23019
2899,Rockingham County,Virginia,82196
2900,Russell County,Virginia,27062
2901,Scott County,Virginia,21786
2902,Shenandoah County,Virginia,44007
2903,Smyth County,Virginia,30829
2904,Southampton County,Virginia,17792
2905,Spotsylvania County,Virginia,135812
2906,Stafford County,Virginia,151718
2907,Surry County,Virginia,6550
2908,Sussex County,Virginia,11369
2909,Tazewell County,Virginia,41334
2910,Warren County,Virginia,40472
2911,Washington County,Virginia,55040
2912,Westmoreland County,Virginia,18039
2913,Wise County,Virginia,38458
2914,Wythe County,Virginia,29091
2915,York County,Virginia,68641
2916,Alexandria city,Virginia,162412
2917,Bristol city,Virginia,16675
2918,Buena Vista city,Virginia,6310
2919,Charlottesville city,Virginia,48681
2920,Chesapeake city,Virginia,245478
2921,Colonial Heights city,Virginia,18042
2922,Covington city,Virginia,5524
2923,Danville city,Virginia,41170
2924,Emporia city,Virginia,5181
2925,Fairfax city,Virginia,24862
2926,Falls Church city,Virginia,14945
2927,Franklin city,Virginia,8107
2928,Fredericksburg city,Virginia,29486
2929,Galax city,Virginia,6498
2930,Hampton city,Virginia,135887
2931,Harrisonburg city,Virginia,54666
2932,Hopewell city,Virginia,22861
2933,Lexington city,Virginia,7220
2934,Lynchburg city,Virginia,83089
2935,Manassas city,Virginia,42129
2936,Manassas Park city,Virginia,17510
2937,Martinsville city,Virginia,13053
2938,Newport News city,Virginia,180720
2939,Norfolk city,Virginia,246937
2940,Norton city,Virginia,4015
2941,Petersburg city,Virginia,31937
2942,Poquoson city,Virginia,12333
2943,Portsmouth city,Virginia,95741
2944,Radford city,Virginia,18554
2945,Richmond city,Virginia,231465
2946,Roanoke city,Virginia,101091
2947,Salem city,Virginia,25944
2948,Staunton city,Virginia,25214
2949,Suffolk city,Virginia,92254
2950,Virginia Beach city,Virginia,455466
2951,Waynesboro city,Virginia,22893
2952,Williamsburg city,Virginia,15071
2953,Winchester city,Virginia,28437
2954,Adams County,Washington,19991
2955,Asotin County,Washington,22875
2956,Benton County,Washington,204244
2957,Chelan County,Washington,77939
2958,Clallam County,Washington,77637
2959,Clark County,Washington,487506
2960,Columbia County,Washington,4107
2961,Cowlitz County,Washington,110265
2962,Douglas County,Washington,43410
2963,Ferry County,Washington,7739
2964,Franklin County,Washington,95453
2965,Garfield County,Washington,2273
2966,Grant County,Washington,98472
2967,Grays Harbor County,Washington,74767
2968,Island County,Washington,85450
2969,Jefferson County,Washington,32101
2970,King County,Washington,2259341
2971,Kitsap County,Washington,272968
2972,Kittitas County,Washington,47919
2973,Klickitat County,Washington,22366
2974,Lewis County,Washington,80537
2975,Lincoln County,Washington,10866
2976,Mason County,Washington,66275
2977,Okanogan County,Washington,42626
2978,Pacific County,Washington,22294
2979,Pend Oreille County,Washington,13761
2980,Pierce County,Washington,901747
2981,San Juan County,Washington,17329
2982,Skagit County,Washington,129709
2983,Skamania County,Washington,12064
2984,Snohomish County,Washington,824454
2985,Spokane County,Washington,520664
2986,Stevens County,Washington,45791
2987,Thurston County,Washington,289777
2988,Wahkiakum County,Washington,4478
2989,Walla Walla County,Washington,61636
2990,Whatcom County,Washington,228331
2991,Whitman County,Washington,50375
2992,Yakima County,Washington,254394
2993,Barbour County,West Virginia,16729
2994,Berkeley County,West Virginia,118496
2995,Boone County,West Virginia,22208
2996,Braxton County,West Virginia,14254
2997,Brooke County,West Virginia,22463
2998,Cabell County,West Virginia,94317
2999,Calhoun County,West Virginia,7339
3000,Clay County,West Virginia,8733
3001,Doddridge County,West Virginia,8505
3002,Fayette County,West Virginia,43522
3003,Gilmer County,West Virginia,8120
3004,Grant County,West Virginia,11762
3005,Greenbrier County,West Virginia,35194
3006,Hampshire County,West Virginia,23621
3007,Hancock County,West Virginia,29435
3008,Hardy County,West Virginia,13936
3009,Harrison County,West Virginia,68346
3010,Jackson County,West Virginia,29043
3011,Jefferson County,West Virginia,57477
3012,Kanawha County,West Virginia,182569
3013,Lewis County,West Virginia,16212
3014,Lincoln County,West Virginia,20840
3015,Logan County,West Virginia,32989
3016,McDowell County,West Virginia,18437
3017,Marion County,West Virginia,56755
3018,Marshall County,West Virginia,31146
3019,Mason County,West Virginia,27031
3020,Mercer County,West Virginia,59824
3021,Mineral County,West Virginia,27256
3022,Mingo County,West Virginia,24064
3023,Monongalia County,West Virginia,107668
3024,Monroe County,West Virginia,13436
3025,Morgan County,West Virginia,17996
3026,Nicholas County,West Virginia,25133
3027,Ohio County,West Virginia,42244
3028,Pendleton County,West Virginia,7079
3029,Pleasants County,West Virginia,7595
3030,Pocahontas County,West Virginia,8513
3031,Preston County,West Virginia,34236
3032,Putnam County,West Virginia,57346
3033,Raleigh County,West Virginia,75124
3034,Randolph County,West Virginia,29161
3035,Ritchie County,West Virginia,9835
3036,Roane County,West Virginia,14095
3037,Summers County,West Virginia,12910
3038,Taylor County,West Virginia,17060
3039,Tucker County,West Virginia,7037
3040,Tyler County,West Virginia,8849
3041,Upshur County,West Virginia,24701
3042,Wayne County,West Virginia,40412
3043,Webster County,West Virginia,8382
3044,Wetzel County,West Virginia,15449
3045,Wirt County,West Virginia,5898
3046,Wood County,West Virginia,85190
3047,Wyoming County,West Virginia,21030
3048,Adams County,Wisconsin,20587
3049,Ashland County,Wisconsin,15783
3050,Barron County,Wisconsin,45693
3051,Bayfield County,Wisconsin,15218
3052,Brown County,Wisconsin,266465
3053,Buffalo County,Wisconsin,13279
3054,Burnett County,Wisconsin,15572
3055,Calumet County,Wisconsin,50747
3056,Chippewa County,Wisconsin,64887
3057,Clark County,Wisconsin,35116
3058,Columbia County,Wisconsin,58030
3059,Crawford County,Wisconsin,16482
3060,Dane County,Wisconsin,548722
3061,Dodge County,Wisconsin,88877
3062,Door County,Wisconsin,27934
3063,Douglas County,Wisconsin,43715
3064,Dunn County,Wisconsin,45660
3065,Eau Claire County,Wisconsin,105759
3066,Florence County,Wisconsin,4372
3067,Fond du Lac County,Wisconsin,104274
3068,Forest County,Wisconsin,9096
3069,Grant County,Wisconsin,52158
3070,Green County,Wisconsin,37362
3071,Green Lake County,Wisconsin,19140
3072,Iowa County,Wisconsin,24050
3073,Iron County,Wisconsin,5743
3074,Jackson County,Wisconsin,20718
3075,Jefferson County,Wisconsin,86127
3076,Juneau County,Wisconsin,26929
3077,Kenosha County,Wisconsin,171275
3078,Kewaunee County,Wisconsin,20622
3079,La Crosse County,Wisconsin,119616
3080,Lafayette County,Wisconsin,16860
3081,Langlade County,Wisconsin,19494
3082,Lincoln County,Wisconsin,28014
3083,Manitowoc County,Wisconsin,80001
3084,Marathon County,Wisconsin,137016
3085,Marinette County,Wisconsin,40908
3086,Marquette County,Wisconsin,15615
3087,Menominee County,Wisconsin,4713
3088,Milwaukee County,Wisconsin,959316
3089,Monroe County,Wisconsin,46591
3090,Oconto County,Wisconsin,38273
3091,Oneida County,Wisconsin,35886
3092,Outagamie County,Wisconsin,189561
3093,Ozaukee County,Wisconsin,90192
3094,Pepin County,Wisconsin,7374
3095,Pierce County,Wisconsin,43054
3096,Polk County,Wisconsin,44109
3097,Portage County,Wisconsin,71774
3098,Price County,Wisconsin,13554
3099,Racine County,Wisconsin,198888
3100,Richland County,Wisconsin,17581
3101,Rock County,Wisconsin,165041
3102,Rusk County,Wisconsin,14313
3103,St. Croix County,Wisconsin,90745
3104,Sauk County,Wisconsin,65002
3105,Sawyer County,Wisconsin,16682
3106,Shawano County,Wisconsin,41274
3107,Sheboygan County,Wisconsin,116809
3108,Taylor County,Wisconsin,20651
3109,Trempealeau County,Wisconsin,29787
3110,Vernon County,Wisconsin,31146
3111,Vilas County,Wisconsin,22195
3112,Walworth County,Wisconsin,104934
3113,Washburn County,Wisconsin,16064
3114,Washington County,Wisconsin,137284
3115,Waukesha County,Wisconsin,407797
3116,Waupaca County,Wisconsin,51727
3117,Waushara County,Wisconsin,24547
3118,Winnebago County,Wisconsin,173025
3119,Wood County,Wisconsin,73911
3120,Albany County,Wyoming,39054
3121,Big Horn County,Wyoming,12020
3122,Campbell County,Wyoming,46681
3123,Carbon County,Wyoming,15146
3124,Converse County,Wyoming,13800
3125,Crook County,Wyoming,7537
3126,Fremont County,Wyoming,39994
3127,Goshen County,Wyoming,13533
3128,Hot Springs County,Wyoming,4608
3129,Johnson County,Wyoming,8559
3130,Laramie County,Wyoming,100136
3131,Lincoln County,Wyoming,19662
3132,Natrona County,Wyoming,80042
3133,Niobrara County,Wyoming,2416
3134,Park County,Wyoming,29668
3135,Platte County,Wyoming,8666
3136,Sheridan County,Wyoming,30587
3137,Sublette County,Wyoming,9928
3138,Sweetwater County,Wyoming,43556
3139,Teton County,Wyoming,23352
3140,Uinta County,Wyoming,20537
3141,Washakie County,Wyoming,7977
3142,Weston County,Wyoming,7049
